cluster	name	n_cells	rpm
8	C1qa	606	1.7362262566718834
8	Calb2	606	2.430716759340637
8	Ccdc153	606	0.34724525133437667
8	Cck	606	160.08006086514766
8	Col1a1	606	0
8	Dcn	606	0.520867877001565
8	Gad1	606	650.7376010006219
8	Gad2	606	286.3037097251936
8	Htr3a	606	0
8	Mfge8	606	2.604339385007825
8	Mobp	606	4.861433518681274
8	Npy	606	137.1618742770788
8	Parvb	606	7.292150278021911
8	Pdgfra	606	1.3889810053375067
8	Pvalb	606	620.3536415088639
8	Reln	606	43.752901668131464
8	Slc17a6	606	0.17362262566718834
8	Sst	606	188.55417147456654
8	Vip	606	10.4173575400313
8	mt-Nd2	606	113.2019519350068
9	Abcc9	521	1.0386952948401513
9	Adarb2	521	9131.17033693977
9	C1qa	521	4.414455003070643
9	Calb2	521	127.7595212653386
9	Ccdc153	521	0
9	Cck	521	145.67701510133122
9	Col1a1	521	0.25967382371003783
9	Dcn	521	0.25967382371003783
9	Gad1	521	423.0086588236516
9	Gad2	521	454.9485391399863
9	Htr3a	521	27.26575148955397
9	Mfge8	521	7.790214711301135
9	Mobp	521	3.8951073556505675
9	Npy	521	212.41318779481094
9	Parvb	521	8.569236182431249
9	Pdgfra	521	3.6354335319405293
9	Pvalb	521	9.867605300981436
9	Reln	521	14.541734127762117
9	Slc17a6	521	0.5193476474200757
9	Sst	521	39.470421203925746
9	Vip	521	7170.373294105274
9	mt-Nd2	521	62.32171769040908
10	Abcc9	395	0
10	Adarb2	395	18432.325652888754
10	C1qa	395	3.24333315495001
10	Calb2	395	0.2316666539250007
10	Ccdc153	395	0
10	Cck	395	1144.2016037355784
10	Col1a1	395	0
10	Dcn	395	0.4633333078500014
10	Gad1	395	379.7016457830762
10	Gad2	395	417.69497702677626
10	Htr3a	395	82.24166214337525
10	Mfge8	395	0.9266666157000027
10	Mobp	395	4.169999770650013
10	Npy	395	385.95664543905116
10	Parvb	395	6.949999617750021
10	Pdgfra	395	0.2316666539250007
10	Pvalb	395	6.48666630990002
10	Reln	395	471.6733073913014
10	Slc17a6	395	0.4633333078500014
10	Sst	395	25.019998623900076
10	Vip	395	1270.9232634325538
10	mt-Nd2	395	46.56499743892514
11	Abcc9	243	0
11	Adarb2	243	86.75920982381207
11	C1qa	243	1.853829269739574
11	Calb2	243	0.37076585394791484
11	Ccdc153	243	0
11	Cck	243	62.659429317197606
11	Col1a1	243	0.37076585394791484
11	Dcn	243	0
11	Gad1	243	471.2434003677997
11	Gad2	243	125.31885863439521
11	Htr3a	243	0
11	Mfge8	243	2.224595123687489
11	Mobp	243	3.707658539479148
11	Npy	243	16.31369757370825
11	Parvb	243	1.853829269739574
11	Pdgfra	243	4.449190247374978
11	Pvalb	243	282.5235807083111
11	Reln	243	64.14249273298927
11	Slc17a6	243	0.7415317078958297
11	Sst	243	17.796760989499912
11	Vip	243	7.044551225010381
11	mt-Nd2	243	44.86266832769769
12	Abcc9	237	0.7387144742975379
12	Adarb2	237	9641.701318531464
12	C1qa	237	5.909715794380303
12	Calb2	237	155.13003960248298
12	Ccdc153	237	0
12	Cck	237	115.97817246471345
12	Col1a1	237	0.7387144742975379
12	Dcn	237	1.4774289485950758
12	Gad1	237	415.89624902951385
12	Gad2	237	661.1494544962965
12	Htr3a	237	20.68400528033106
12	Mfge8	237	2.216143422892614
12	Mobp	237	8.125859217272918
12	Npy	237	55.40358557231534
12	Parvb	237	2.216143422892614
12	Pdgfra	237	0.7387144742975379
12	Pvalb	237	11.819431588760606
12	Reln	237	590.2328649637328
12	Slc17a6	237	0
12	Sst	237	20.68400528033106
12	Vip	237	1127.2782877780428
12	mt-Nd2	237	50.971298726530115
13	Abcc9	212	0
13	Adarb2	212	3.0236327132870517
13	C1qa	212	4.535449069930578
13	Calb2	212	0.7559081783217629
13	Ccdc153	212	0.7559081783217629
13	Cck	212	120.1894003531603
13	Col1a1	212	0
13	Dcn	212	0
13	Gad1	212	361.32410923780265
13	Gad2	212	387.7808954790644
13	Htr3a	212	0
13	Mfge8	212	3.0236327132870517
13	Mobp	212	8.314989961539393
13	Npy	212	197.29203454198012
13	Parvb	212	19.653612636365835
13	Pdgfra	212	0.7559081783217629
13	Pvalb	212	117.92167581819501
13	Reln	212	0.7559081783217629
13	Slc17a6	212	0
13	Sst	212	200.31566725526716
13	Vip	212	9.826806318182918
13	mt-Nd2	212	56.69311337413222
